Term,Section,Former,Title,Credits,Instructional Method,Location,Start Date,End Date,Meeting Days,Start Time,End Time,Instructor(s),Seats Remaining,GERS,Purpose,Prequisites,Notes,Sort,Courses ID
Spring 2018 - Day,MUS-561C-02,MUSA-79,Piano,4,,,,,,,,Dr. Ruby Morgan,FULL,,undergraduate day,audition required,,1,
Spring 2018 - Day,MUS-561C-03,MUSA-79,Piano,4,,,,,,,,Dr. Derek Parsons,FULL,,undergraduate day,audition required,,1,
Spring 2018 - Day,MUS-561C-04,MUSA-79,Piano,4,,,,,,,,Dr. Amanda E. Montgomery,FULL,,undergraduate day,audition required,,1,
Spring 2018 - Day,MUS-561D-01,MUSA-79T,Piano,0,,,,,,,,Dr. David Gross,FULL,,undergraduate day,audition required,,1,
Spring 2018 - Day,MUS-561D-02,MUSA-79T,Piano,0,,,,,,,,Dr. Ruby Morgan,FULL,,undergraduate day,audition required,,1,
Spring 2018 - Day,MUS-561D-03,MUSA-79T,Piano,0,,,,,,,,Dr. Derek Parsons,FULL,,undergraduate day,audition required,,1,
Spring 2018 - Day,MUS-561D-04,MUSA-79T,Piano,0,,,,,,,,Dr. Amanda E. Montgomery,FULL,,undergraduate day,audition required,,1,
Spring 2018 - Day,MUS-561E-01,MUSA-79N,Piano,0,,,,,,,,Dr. David Gross,FULL,,undergraduate day,audition required,,1,
Spring 2018 - Day,MUS-561E-02,MUSA-79N,Piano,0,,,,,,,,Dr. Ruby Morgan,FULL,,undergraduate day,audition required,,1,
Spring 2018 - Day,MUS-561E-03,MUSA-79N,Piano,0,,,,,,,,Dr. Derek Parsons,FULL,,undergraduate day,audition required,,1,
Spring 2018 - Day,MUS-561E-04,MUSA-79N,Piano,0,,,,,,,,Dr. Amanda E. Montgomery,FULL,,undergraduate day,audition required,,1,
Spring 2018 - Day,MUS-562-01,MUSA-81,Organ,2,,,,,,,,Staff Staff,FULL,,undergraduate day,audition required,,1,
Spring 2018 - Day,MUS-562A-01,MUSA-81,Organ,1,,,,,,,,Staff Staff,FULL,,undergraduate day,audition required,,1,
Spring 2018 - Day,MUS-562C-01,MUSA-81,Organ,4,,,,,,,,Staff Staff,FULL,,undergraduate day,audition required,,1,
Spring 2018 - Day,MUS-562D-01,MUSA-81T,Organ,0,,,,,,,,Staff Staff,FULL,,undergraduate day,audition required,,1,
Spring 2018 - Day,MUS-562E-01,MUSA-81N,Organ,0,,,,,,,,Staff Staff,FULL,,undergraduate day,audition required,,1,
Spring 2018 - Day,MUS-563-01,MUSA-75,Harpsichord,2,,,,,,,,Staff Staff,FULL,,undergraduate day,audition required,,1,
Spring 2018 - Day,MUS-563A-01,MUSA-75,Harpsichord,1,,,,,,,,Staff Staff,FULL,,undergraduate day,audition required,,1,
Spring 2018 - Day,MUS-563C-01,MUSA-75,Harpsichord,4,,,,,,,,Staff Staff,FULL,,undergraduate day,audition required,,1,
Spring 2018 - Day,MUS-563D-01,MUSA-75T,Harpsichord,0,,,,,,,,Staff Staff,FULL,,undergraduate day,audition required,,1,
Spring 2018 - Day,MUS-563E-01,MUSA-75N,Harpsichord,0,,,,,,,,Staff Staff,FULL,,undergraduate day,audition required,,1,
Spring 2018 - Day,MUS-564-01,,Advanced Collaborative Piano,2,STU,HMP 123E,01/08/18,04/24/18,MW,02:30PM,03:20PM,Team-Taught,FULL,,undergraduate day,audition required,,1,
Spring 2018 - Day,MUS-564-01,,Advanced Collaborative Piano,2,,,,,,,,Dr. David Gross,FULL,,undergraduate day,audition required,,1,
Spring 2018 - Day,MUS-564-01,,Advanced Collaborative Piano,2,,,,,,,,Dr. Ruby Morgan,FULL,,undergraduate day,audition required,,1,
Spring 2018 - Day,MUS-564-01,,Advanced Collaborative Piano,2,,,,,,,,Dr. Derek Parsons,FULL,,undergraduate day,audition required,,1,
Spring 2018 - Day,MUS-565-01,MUS-72F,Chamber Ensemble Piano,1,,,,,,,,Staff Staff,FULL,,undergraduate day,audition required,,1,
Spring 2018 - Day,MUS-569-01,,Jazz Piano,2,,,,,,,,Keith A. Davis,FULL,,undergraduate day,audition required,,1,
Spring 2018 - Day,MUS-569A-01,,Jazz Piano,1,,,,,,,,Keith A. Davis,20,,undergraduate day,,,1,
Spring 2018 - Day,MUS-569C-01,,Jazz Piano,4,,,,,,,,Keith A. Davis,FULL,,undergraduate day,audition required,,1,
Spring 2018 - Day,MUS-569D-01,,Jazz Piano,0,,,,,,,,Keith A. Davis,FULL,,undergraduate day,audition required,,1,
Spring 2018 - Day,MUS-569E-01,,Jazz Piano,0,,,,,,,,Keith A. Davis,FULL,,undergraduate day,audition required,,1,
Spring 2018 - Day,NSC-401-01,NS-77,Current Topics in Neuroscience,2,SEM,JHN 212,01/08/18,04/24/18,F,02:30PM,05:00PM,Team-Taught,18,,undergraduate day,,,1,
Spring 2018 - Day,NSC-401-01,NS-77,Current Topics in Neuroscience,2,EXAM,JHN 212,04/27/18,04/27/18,F,03:30PM,06:00PM,Dr. David M. Hollis,18,,undergraduate day,,,2,
Spring 2018 - Day,NSC-401-01,NS-77,Current Topics in Neuroscience,2,,,,,,,,Dr. Onarae V. Rice,18,,undergraduate day,,,1,
Spring 2018 - Day,PHL-101-01,PHL-20,Introduction to Philosophy,4,LEC,FUR 118,01/08/18,04/24/18,MWF,11:30AM,12:20PM,Dr. Eiho Baba,24,UQ,undergraduate day,,,1,3690
Spring 2018 - Day,PHL-101-01,PHL-20,Introduction to Philosophy,4,EXAM,FUR 118,04/28/18,04/28/18,S,12:00PM,02:30PM,,24,UQ,undergraduate day,,,2,3690
Spring 2018 - Day,PHL-101-02,PHL-20,Introduction to Philosophy,4,LEC,FUR 118,01/08/18,04/24/18,MWF,10:30AM,11:20AM,Dr. M. Carmela Epright,24,UQ,undergraduate day,,,1,3690
Spring 2018 - Day,PHL-101-02,PHL-20,Introduction to Philosophy,4,EXAM,FUR 118,04/28/18,04/28/18,S,08:30AM,11:00AM,,24,UQ,undergraduate day,,,2,3690
Spring 2018 - Day,PHL-101-03,PHL-20,Introduction to Philosophy,4,LEC,FUR 118,01/08/18,04/24/18,MWF,12:30PM,01:20PM,Dr. M. Carmela Epright,24,UQ,undergraduate day,,,1,3690
Spring 2018 - Day,PHL-101-03,PHL-20,Introduction to Philosophy,4,EXAM,FUR 118,04/27/18,04/27/18,F,12:00PM,02:30PM,,24,UQ,undergraduate day,,,2,3690
Spring 2018 - Day,PHL-101-04,PHL-20,Introduction to Philosophy,4,LEC,FUR 127,01/08/18,04/24/18,MWF,08:30AM,09:20AM,Aminah Hasan,24,UQ,undergraduate day,,,1,3690
Spring 2018 - Day,PHL-101-04,PHL-20,Introduction to Philosophy,4,EXAM,FUR 127,04/27/18,04/27/18,F,08:30AM,11:00AM,,24,UQ,undergraduate day,,,2,3690
Spring 2018 - Day,PHL-101-05,PHL-20,Introduction to Philosophy,4,LEC,FUR 128,01/08/18,04/24/18,MWF,01:30PM,02:20PM,Aminah Hasan,24,UQ,undergraduate day,,,1,3690
Spring 2018 - Day,PHL-101-05,PHL-20,Introduction to Philosophy,4,EXAM,FUR 128,04/30/18,04/30/18,M,12:00PM,02:30PM,,24,UQ,undergraduate day,,,2,3690
Spring 2018 - Day,PHL-101-06,PHL-20,Introduction to Philosophy,4,LEC,FUR 126,01/08/18,04/24/18,TR,08:30AM,09:45AM,Dr. Mark Stone,24,UQ,undergraduate day,,,1,3690
Spring 2018 - Day,PHL-101-06,PHL-20,Introduction to Philosophy,4,EXAM,FUR 126,04/26/18,04/26/18,R,08:30AM,11:00AM,,24,UQ,undergraduate day,,,2,3690
Spring 2018 - Day,PHL-101-EL,PHL-20,Introduction to Philosophy,4,LEC,FUR 106,01/08/18,04/24/18,MWF,09:30AM,10:20AM,Dr. David I. Gandolfo,24,UQ,undergraduate day,,Engaged Living section only,1,3690
Spring 2018 - Day,PHL-101-EL,PHL-20,Introduction to Philosophy,4,EXAM,FUR 106,04/30/18,04/30/18,M,08:30AM,11:00AM,,24,UQ,undergraduate day,,Engaged Living section only,2,3690
Spring 2018 - Day,PHL-240-01,,Chinese Philosophy,4,LEC,FUR 127,01/08/18,04/24/18,TR,01:00PM,02:15PM,Dr. Eiho Baba,24,WC,undergraduate day,,,1,3713
Spring 2018 - Day,PHL-240-01,,Chinese Philosophy,4,EXAM,FUR 127,05/01/18,05/01/18,T,12:00PM,02:30PM,,24,WC,undergraduate day,,,2,3713
Spring 2018 - Day,PHL-276-01,,Philosophy of Food,4,LEC,FUR 127,01/08/18,04/24/18,MWF,09:30AM,10:20AM,Dr. Sarah E. Worth,24,TA,undergraduate day,,,1,5429
Spring 2018 - Day,PHL-276-01,,Philosophy of Food,4,EXAM,FUR 127,04/30/18,04/30/18,M,08:30AM,11:00AM,,24,TA,undergraduate day,,,2,5429
Spring 2018 - Day,PHL-304-01,PHL-47,Ethics of Globalization,4,LEC,FUR 106,01/08/18,04/24/18,MWF,11:30AM,12:20PM,Dr. David I. Gandolfo,24,NE,undergraduate day,PHL-101 or PSC-103,,1,3760
Spring 2018 - Day,PHL-304-01,PHL-47,Ethics of Globalization,4,EXAM,FUR 106,04/28/18,04/28/18,S,12:00PM,02:30PM,,24,NE,undergraduate day,PHL-101 or PSC-103,,2,3760
Spring 2018 - Day,PHL-305-01,,Bioethics,4,LEC,FUR 127,01/08/18,04/24/18,W,02:30PM,05:00PM,Dr. M. Carmela Epright,24,,undergraduate day,PHL-101 or PSC-103,,1,5529
Spring 2018 - Day,PHL-305-01,,Bioethics,4,EXAM,FUR 127,04/26/18,04/26/18,R,03:30PM,06:00PM,,24,,undergraduate day,PHL-101 or PSC-103,,2,5529
Spring 2018 - Day,PHL-317-01,PHL-42,Twentieth Century Philosophy,4,LEC,FUR 127,01/08/18,04/24/18,MWF,10:30AM,11:20AM,Aminah Hasan,24,TA,undergraduate day,PHL-101,,1,5377
Spring 2018 - Day,PHL-317-01,PHL-42,Twentieth Century Philosophy,4,EXAM,FUR 127,04/28/18,04/28/18,S,08:30AM,11:00AM,,24,TA,undergraduate day,PHL-101,,2,5377
Spring 2018 - Day,PHL-370-01,PHL-30,"Philosphers, Mvmnts, Problems",4,LEC,FUR 127,01/08/18,04/24/18,W,06:00PM,08:30PM,Dr. Aaron Simmons,24,,undergraduate day,PHL-101,,1,3782
Spring 2018 - Day,PHL-370-01,PHL-30,"Philosphers, Mvmnts, Problems",4,EXAM,FUR 127,04/27/18,04/27/18,F,06:30PM,09:00PM,,24,,undergraduate day,PHL-101,,2,3782
Spring 2018 - Day,PHL-415-01,,Philosophy of Sex and Love,4,LEC,FUR 126,01/08/18,04/24/18,MR,02:30PM,03:45PM,Dr. Erik A. Anderson,24,,undergraduate day,PHL-101,,1,5530
Spring 2018 - Day,PHL-415-01,,Philosophy of Sex and Love,4,EXAM,FUR 126,04/30/18,04/30/18,M,03:30PM,06:00PM,,24,,undergraduate day,PHL-101,,2,5530
Spring 2018 - Day,PHY-101-01,PHY-17,Physics for Non-Science Majors,4,LEC,PYR 222,01/08/18,04/24/18,MWF,09:30AM,10:20AM,Dr. David Turner,24,NW,undergraduate day,,,1,3892
Spring 2018 - Day,PHY-101-01,PHY-17,Physics for Non-Science Majors,4,EXAM,PYR 222,04/30/18,04/30/18,M,08:30AM,11:00AM,,24,NW,undergraduate day,,,2,3892
Spring 2018 - Day,PHY-101-02,PHY-17,Physics for Non-Science Majors,4,LEC,RNK 253,01/08/18,04/24/18,MWF,10:30AM,11:20AM,Dr. David A. Moffett,24,NW,undergraduate day,,,1,3892
Spring 2018 - Day,PHY-101-02,PHY-17,Physics for Non-Science Majors,4,EXAM,RNK 253,04/28/18,04/28/18,S,08:30AM,11:00AM,,24,NW,undergraduate day,,,2,3892
Spring 2018 - Day,PHY-111-01,PHY-11,General Physics I,4,LEC,PYR 222,01/08/18,04/24/18,MWF,11:30AM,12:20PM,Staff Staff,12,NWL,undergraduate day,,,1,3902
Spring 2018 - Day,PHY-111-01,PHY-11,General Physics I,4,LAB,RNK 252,01/08/18,04/24/18,W,01:30PM,03:20PM,Staff Staff,12,NWL,undergraduate day,,,2,3902
Spring 2018 - Day,PHY-111-01,PHY-11,General Physics I,4,EXAM,PYR 222,04/28/18,04/28/18,S,12:00PM,02:30PM,,12,NWL,undergraduate day,,,3,3902
Spring 2018 - Day,PHY-111-02,PHY-11,General Physics I,4,LEC,PYR 222,01/08/18,04/24/18,MWF,11:30AM,12:20PM,Staff Staff,12,NWL,undergraduate day,,,1,3902
Spring 2018 - Day,PHY-111-02,PHY-11,General Physics I,4,LAB,RNK 252,01/08/18,04/24/18,W,03:30PM,05:20PM,Staff Staff,12,NWL,undergraduate day,,,2,3902
Spring 2018 - Day,PHY-111-02,PHY-11,General Physics I,4,EXAM,PYR 222,04/28/18,04/28/18,S,12:00PM,02:30PM,,12,NWL,undergraduate day,,,3,3902
Spring 2018 - Day,PHY-111-03,PHY-11,General Physics I,4,LEC,PYR 222,01/08/18,04/24/18,MWF,12:30PM,01:20PM,Dr. Bill Baker,12,NWL,undergraduate day,,,1,3902
Spring 2018 - Day,PHY-111-03,PHY-11,General Physics I,4,LAB,RNK 252,01/08/18,04/24/18,M,01:30PM,03:20PM,Dr. Bill Baker,12,NWL,undergraduate day,,,2,3902
Spring 2018 - Day,PHY-111-03,PHY-11,General Physics I,4,EXAM,RNK 252,04/27/18,04/27/18,F,12:00PM,02:30PM,,12,NWL,undergraduate day,,,3,3902
Spring 2018 - Day,PHY-111-04,PHY-11,General Physics I,4,LEC,PYR 222,01/08/18,04/24/18,MWF,12:30PM,01:20PM,Dr. Bill Baker,12,NWL,undergraduate day,,,1,3902
Spring 2018 - Day,PHY-111-04,PHY-11,General Physics I,4,LAB,RNK 252,01/08/18,04/24/18,MWF,03:30PM,05:20PM,Dr. Bill Baker,12,NWL,undergraduate day,,,2,3902
Spring 2018 - Day,PHY-111-04,PHY-11,General Physics I,4,EXAM,PYR 222,04/27/18,04/27/18,F,12:00PM,02:30PM,,12,NWL,undergraduate day,,,3,3902
Spring 2018 - Day,PHY-112-01,PHY-12,General Physics II,4,LEC,PYR 222,01/08/18,04/24/18,MWF,08:30AM,09:20AM,Dr. John R. Conrad,12,NWL,undergraduate day,PHY-111 and MTH-141 or 150,,1,3904
Spring 2018 - Day,PHY-112-01,PHY-12,General Physics II,4,LAB,RNK 251,01/08/18,04/24/18,M,01:30PM,03:20PM,Dr. John R. Conrad,12,NWL,undergraduate day,PHY-111 and MTH-141 or 150,,2,3904
Spring 2018 - Day,PHY-112-01,PHY-12,General Physics II,4,EXAM,PYR 222,04/27/18,04/27/18,F,08:30AM,11:00AM,,12,NWL,undergraduate day,PHY-111 and MTH-141 or 150,,3,3904
Spring 2018 - Day,PHY-112-02,PHY-12,General Physics II,4,LEC,PYR 222,01/08/18,04/24/18,MWF,08:30AM,09:20AM,Dr. John R. Conrad,12,NWL,undergraduate day,PHY-111 and MTH-141 or 150,,1,3904
Spring 2018 - Day,PHY-112-02,PHY-12,General Physics II,4,LAB,RNK 251,01/08/18,04/24/18,M,03:30PM,05:20PM,Dr. John R. Conrad,12,NWL,undergraduate day,PHY-111 and MTH-141 or 150,,2,3904
Spring 2018 - Day,PHY-112-02,PHY-12,General Physics II,4,EXAM,PYR 222,04/27/18,04/27/18,F,08:30AM,11:00AM,,12,NWL,undergraduate day,PHY-111 and MTH-141 or 150,,3,3904
Spring 2018 - Day,PHY-112-03,PHY-12,General Physics II,4,LEC,PYR 222,01/08/18,04/24/18,MWF,10:30AM,11:20AM,Dr. John R. Conrad,12,NWL,undergraduate day,PHY-111 and MTH-141 or 150,,1,3904
Spring 2018 - Day,PHY-112-03,PHY-12,General Physics II,4,LAB,RNK 251,01/08/18,04/24/18,W,01:30PM,03:20PM,Dr. John R. Conrad,12,NWL,undergraduate day,PHY-111 and MTH-141 or 150,,2,3904
Spring 2018 - Day,PHY-112-03,PHY-12,General Physics II,4,EXAM,PYR 222,04/28/18,04/28/18,S,08:30AM,11:00AM,,12,NWL,undergraduate day,PHY-111 and MTH-141 or 150,,3,3904
Spring 2018 - Day,PHY-112-04,PHY-12,General Physics II,4,LEC,PYR 222,01/08/18,04/24/18,MWF,10:30AM,11:20AM,Dr. John R. Conrad,12,NWL,undergraduate day,PHY-111 and MTH-141 or 150,,1,3904
Spring 2018 - Day,PHY-112-04,PHY-12,General Physics II,4,LAB,RNK 251,01/08/18,04/24/18,W,03:30PM,05:20PM,Dr. John R. Conrad,12,NWL,undergraduate day,PHY-111 and MTH-141 or 150,,2,3904
Spring 2018 - Day,PHY-112-04,PHY-12,General Physics II,4,EXAM,PYR 222,04/28/18,04/28/18,S,08:30AM,11:00AM,,12,NWL,undergraduate day,PHY-111 and MTH-141 or 150,,3,3904
Spring 2018 - Day,PHY-241-01,PHY-20,Introduction to Modern Physics,4,LEC,PYR 201,01/08/18,04/24/18,MWF,10:30AM,11:20AM,Dr. Susan S. D'Amato,12,,undergraduate day,PHY-112,,1,3577
Spring 2018 - Day,PHY-241-01,PHY-20,Introduction to Modern Physics,4,LAB, ,01/08/18,04/24/18,,,,Dr. Susan S. D'Amato,12,,undergraduate day,PHY-112,,2,3577
Spring 2018 - Day,PHY-241-01,PHY-20,Introduction to Modern Physics,4,EXAM,PYR 201,04/28/18,04/28/18,S,08:30AM,11:00AM,,12,,undergraduate day,PHY-112,,3,3577
Spring 2018 - Day,PHY-312-01,PHY-42,Classical Mechanics II,4,LEC,RNK 253,01/08/18,04/24/18,MWF,01:30PM,02:20PM,Dr. David A. Moffett,12,,undergraduate day,PHY-311,,1,3585
Spring 2018 - Day,PHY-312-01,PHY-42,Classical Mechanics II,4,EXAM,RNK 253,04/30/18,04/30/18,M,12:00PM,02:30PM,,12,,undergraduate day,PHY-311,,2,3585
Spring 2018 - Day,PHY-322-01,PHY-44,Electromagnetic Theory II,4,LEC,RNK 251,01/08/18,04/24/18,MWF,08:30AM,09:20AM,Dr. Bill Baker,12,,undergraduate day,PHY-321,,1,3590
Spring 2018 - Day,PHY-322-01,PHY-44,Electromagnetic Theory II,4,EXAM,RNK 251,04/27/18,04/27/18,F,08:30AM,11:00AM,,12,,undergraduate day,PHY-321,,2,3590
Spring 2018 - Day,PHY-331-01,PHY-41,Thermodynamics,4,LEC,RNK 251,01/08/18,04/24/18,MWF,11:30AM,12:20PM,Dr. Dake Wang,12,,undergraduate day,PHY-112,,1,3592
Spring 2018 - Day,PHY-331-01,PHY-41,Thermodynamics,4,EXAM,RNK 251,04/28/18,04/28/18,S,12:00PM,02:30PM,,12,,undergraduate day,PHY-112,,2,3592
Spring 2018 - Day,PHY-421-01,PHY-32,Optics,4,LEC,PYR 221,01/08/18,04/24/18,TR,10:00AM,11:15AM,Dr. Dake Wang,6,,undergraduate day,PHY-321,,1,3593
Spring 2018 - Day,PHY-421-01,PHY-32,Optics,4,LAB, ,01/08/18,04/24/18,,,,Dr. Dake Wang,6,,undergraduate day,PHY-321,,2,3593
Spring 2018 - Day,PHY-421-01,PHY-32,Optics,4,EXAM,PYR 221,05/01/18,05/01/18,T,08:30AM,11:00AM,,6,,undergraduate day,PHY-321,,3,3593
Spring 2018 - Day,PHY-442-01,PHY-45,Quantum Mechanics II,4,LEC,PYR 201,01/08/18,04/24/18,MWF,09:30AM,10:20AM,Staff Staff,12,,undergraduate day,PHY-441,,1,3610
Spring 2018 - Day,PHY-442-01,PHY-45,Quantum Mechanics II,4,EXAM,PYR 201,04/30/18,04/30/18,M,08:30AM,11:00AM,,12,,undergraduate day,PHY-441,,2,3610
Spring 2018 - Day,PHY-452-01,PHY-39,Atomic and Nuclear Physics,4,LEC,PYR 201,01/08/18,04/24/18,MWF,01:30PM,02:20PM,Dr. David Turner,12,,undergraduate day,PHY-241,,1,3614
Spring 2018 - Day,PHY-452-01,PHY-39,Atomic and Nuclear Physics,4,LAB, ,01/08/18,04/24/18,,,,Dr. David Turner,12,,undergraduate day,PHY-241,,2,3614
Spring 2018 - Day,PHY-452-01,PHY-39,Atomic and Nuclear Physics,4,EXAM,PYR 201,04/30/18,04/30/18,M,12:00PM,02:30PM,,12,,undergraduate day,PHY-241,,3,3614
Spring 2018 - Day,POL-101-01,PS-11,Intro to Amer Government,4,LEC,JHN 101,01/08/18,04/24/18,MWF,09:30AM,10:20AM,Dr. Danielle Vinson,25,HB,undergraduate day,,,1,5816
Spring 2018 - Day,POL-101-01,PS-11,Intro to Amer Government,4,EXAM,JHN 101,04/30/18,04/30/18,M,08:30AM,11:00AM,,25,HB,undergraduate day,,,2,5816
Spring 2018 - Day,POL-101-02,PS-11,Intro to Amer Government,4,LEC,JHN 101,01/08/18,04/24/18,MWF,11:30AM,12:20PM,Dr. Danielle Vinson,25,HB,undergraduate day,,,1,5816
Spring 2018 - Day,POL-101-02,PS-11,Intro to Amer Government,4,EXAM,JHN 101,04/28/18,04/28/18,S,12:00PM,02:30PM,,25,HB,undergraduate day,,,2,5816
Spring 2018 - Day,POL-101-03,PS-11,Intro to Amer Government,4,LEC,JHN 109,01/08/18,04/24/18,TR,11:30AM,12:45PM,Mrs. Dorianne K. Norwood,25,HB,undergraduate day,,,1,5816
Spring 2018 - Day,POL-101-03,PS-11,Intro to Amer Government,4,EXAM,JHN 109,04/26/18,04/26/18,R,12:00PM,02:30PM,,25,HB,undergraduate day,,,2,5816
Spring 2018 - Day,POL-101-04,PS-11,Intro to Amer Government,4,LEC,JHN 105,01/08/18,04/24/18,MWF,10:30AM,11:20AM,Dr. Don Aiesi,25,HB,undergraduate day,,,1,5816
Spring 2018 - Day,POL-101-04,PS-11,Intro to Amer Government,4,EXAM,JHN 105,04/28/18,04/28/18,S,08:30AM,11:00AM,,25,HB,undergraduate day,,,2,5816
Spring 2018 - Day,POL-102-01,PS-12,Introduction to World Politics,4,LEC,JHN 107,01/08/18,04/24/18,MWF,10:30AM,11:20AM,Dr. Cleveland Fraser,25,HB,undergraduate day,,,1,5817
Spring 2018 - Day,POL-102-01,PS-12,Introduction to World Politics,4,EXAM,JHN 107,04/28/18,04/28/18,S,08:30AM,11:00AM,,25,HB,undergraduate day,,,2,5817
Spring 2018 - Day,POL-102-02,PS-12,Introduction to World Politics,4,LEC,JHN 109,01/08/18,04/24/18,MWF,12:30PM,01:20PM,Dr. Mike Bressler,25,HB,undergraduate day,,,1,5817
Spring 2018 - Day,POL-102-02,PS-12,Introduction to World Politics,4,EXAM,JHN 109,04/27/18,04/27/18,F,12:00PM,02:30PM,,25,HB,undergraduate day,,,2,5817
Spring 2018 - Day,POL-102-03,PS-12,Introduction to World Politics,4,LEC,JHN 109,01/08/18,04/24/18,TR,10:00AM,11:15AM,Dr. Buket Oztas,25,HB,undergraduate day,,,1,5817
Spring 2018 - Day,POL-102-03,PS-12,Introduction to World Politics,4,EXAM,JHN 109,05/01/18,05/01/18,T,08:30AM,11:00AM,,25,HB,undergraduate day,,,2,5817
Spring 2018 - Day,POL-102-04,PS-12,Introduction to World Politics,4,LEC,JHN 101,01/08/18,04/24/18,TR,01:00PM,02:15PM,Dr. Buket Oztas,25,HB,undergraduate day,,,1,5817
Spring 2018 - Day,POL-102-04,PS-12,Introduction to World Politics,4,EXAM,JHN 101,05/01/18,05/01/18,T,12:00PM,02:30PM,,25,HB,undergraduate day,,,2,5817
Spring 2018 - Day,POL-103-01,PS-13,Intro to Political Thought,4,LEC,JHN 109,01/08/18,04/24/18,MWF,08:30AM,09:20AM,Dr. Ty Tessitore,25,UQ,undergraduate day,,,1,5818
Spring 2018 - Day,POL-103-01,PS-13,Intro to Political Thought,4,EXAM,JHN 109,04/27/18,04/27/18,F,08:30AM,11:00AM,,25,UQ,undergraduate day,,,2,5818
Spring 2018 - Day,POL-103-02,PS-13,Intro to Political Thought,4,LEC,JHN 111I,01/08/18,04/24/18,MWF,09:30AM,10:20AM,Dr. Jenna Storey,25,UQ,undergraduate day,,,1,5818
Spring 2018 - Day,POL-103-02,PS-13,Intro to Political Thought,4,EXAM,JHN 111I,04/30/18,04/30/18,M,08:30AM,11:00AM,,25,UQ,undergraduate day,,,2,5818
Spring 2018 - Day,POL-103-03,PS-13,Intro to Political Thought,4,LEC,JHN 109,01/08/18,04/24/18,MWF,10:30AM,11:20AM,Dr. Ty Tessitore,25,UQ,undergraduate day,,,1,5818
Spring 2018 - Day,POL-103-03,PS-13,Intro to Political Thought,4,EXAM,JHN 109,04/28/18,04/28/18,S,08:30AM,11:00AM,,25,UQ,undergraduate day,,,2,5818
Spring 2018 - Day,POL-103-04,PS-13,Intro to Political Thought,4,LEC,JHN 212,01/08/18,04/24/18,MR,02:30PM,03:45PM,Dr. Benjamin Storey,25,UQ,undergraduate day,,,1,5818
Spring 2018 - Day,POL-103-04,PS-13,Intro to Political Thought,4,EXAM,JHN 212,04/30/18,04/30/18,M,03:30PM,06:00PM,,25,UQ,undergraduate day,,,2,5818
Spring 2018 - Day,POL-150-01,PS-14,Intro to Political Analysis,4,LEC,JHN 101,01/08/18,04/24/18,MWF,01:30PM,02:20PM,Dr. Jim Guth,18,HB WR,undergraduate day,,,1,5819
Spring 2018 - Day,POL-150-01,PS-14,Intro to Political Analysis,4,LAB,FUR 117,01/08/18,04/24/18,W,03:45PM,05:00PM,,18,HB WR,undergraduate day,,,2,5819
Spring 2018 - Day,POL-150-01,PS-14,Intro to Political Analysis,4,EXAM,JHN 101,04/30/18,04/30/18,M,12:00PM,02:30PM,,18,HB WR,undergraduate day,,,3,5819
Spring 2018 - Day,POL-150-02,PS-14,Intro to Political Analysis,4,LEC,JHN 109,01/08/18,04/24/18,TR,01:00PM,02:15PM,Dr. Jim Guth,18,HB WR,undergraduate day,,,1,5819
Spring 2018 - Day,POL-150-02,PS-14,Intro to Political Analysis,4,ADD,FUR 117,01/08/18,04/24/18,W,02:30PM,03:45PM,,18,HB WR,undergraduate day,,,2,5819
Spring 2018 - Day,POL-150-02,PS-14,Intro to Political Analysis,4,EXAM,JHN 109,05/01/18,05/01/18,T,12:00PM,02:30PM,,18,HB WR,undergraduate day,,,3,5819
Spring 2018 - Day,POL-203-01,PS-22,Judicial Prcs & US Supreme Ct,4,LEC,JHN 109,01/08/18,04/24/18,MWF,09:30AM,10:20AM,Dr. Don Aiesi,25,TA,undergraduate day,,,1,5820
Spring 2018 - Day,POL-203-01,PS-22,Judicial Prcs & US Supreme Ct,4,EXAM,JHN 109,04/30/18,04/30/18,M,08:30AM,11:00AM,,25,TA,undergraduate day,,,2,5820
Spring 2018 - Day,POL-204-01,PS-23,Cvl Rights & U.S Constitution,4,LEC,JHN 109,01/08/18,04/24/18,MWF,01:30PM,02:20PM,Dr. Don Aiesi,25,TA,undergraduate day,,,1,5821
Spring 2018 - Day,POL-204-01,PS-23,Cvl Rights & U.S Constitution,4,EXAM,JHN 109,04/30/18,04/30/18,M,12:00PM,02:30PM,,25,TA,undergraduate day,,,2,5821
Spring 2018 - Day,POL-210-01,PS-27,Interest Grps & Politic Mvmnts,4,LEC,JHN 109,01/08/18,04/24/18,MWF,11:30AM,12:20PM,Dr. Jim Guth,25,,undergraduate day,,,1,5822
Spring 2018 - Day,POL-210-01,PS-27,Interest Grps & Politic Mvmnts,4,EXAM,JHN 109,04/28/18,04/28/18,S,12:00PM,02:30PM,,25,,undergraduate day,,,2,5822
Spring 2018 - Day,POL-214-01,,Environmental Law,4,LEC,SHI COM,01/08/18,04/24/18,M,03:30PM,06:00PM,Mr. Michael G. Corley,25,NE,undergraduate day,,,1,5865
Spring 2018 - Day,POL-214-01,,Environmental Law,4,EXAM,SHI COM,04/30/18,04/30/18,M,03:30PM,06:00PM,,25,NE,undergraduate day,,,2,5865
Spring 2018 - Day,POL-221-01,PS-41,Politics of European Union,4,LEC,JHN 101,01/08/18,04/24/18,TR,08:30AM,09:45AM,Dr. Brent Nelsen,25,,undergraduate day,,,1,5824
