Term,Section,Former,Title,Credits,Instructional Method,Location,Start Date,End Date,Meeting Days,Start Time,End Time,Instructor(s),Seats Remaining,GERS,Purpose,Prequisites,Notes,Sort,Courses ID
Spring 2018 - Day,COM-331-01,,Media History,4,LEC,FUR 127,01/08/18,04/24/18,TR,10:00AM,11:15AM,Dr. John S. Armstrong,25,HA,undergraduate day,,,1,2844
Spring 2018 - Day,COM-331-01,,Media History,4,EXAM,FUR 127,05/01/18,05/01/18,T,08:30AM,11:00AM,,25,HA,undergraduate day,,,2,2844
Spring 2018 - Day,COM-343-01,COM-50,Organizational Communication,4,LEC,FUR 127,01/08/18,04/24/18,MWF,01:30PM,02:20PM,Dr. Charles Delancey,25,,undergraduate day,,,1,2847
Spring 2018 - Day,COM-343-01,COM-50,Organizational Communication,4,EXAM,FUR 127,04/30/18,04/30/18,M,12:00PM,02:30PM,,25,,undergraduate day,,,2,2847
Spring 2018 - Day,COM-350-01,,Lenses on Africa,4,LEC,FUR 128,01/08/18,04/24/18,TR,02:30PM,03:45PM,Dr. Janet Kwami,24,TA WC,undergraduate day,,,1,5426
Spring 2018 - Day,COM-350-01,,Lenses on Africa,4,ADD,FUR 128,01/08/18,04/24/18,T,04:00PM,05:30PM,,24,TA WC,undergraduate day,,,2,5426
Spring 2018 - Day,COM-350-01,,Lenses on Africa,4,EXAM,FUR 128,04/27/18,04/27/18,F,03:30PM,06:00PM,,24,TA WC,undergraduate day,,,3,5426
Spring 2018 - Day,COM-351-01,COM-26,Advocacy,4,LEC,FUR 127,01/08/18,04/24/18,TF,02:30PM,03:45PM,Brandon M. Inabinet,18,,undergraduate day,,,1,2848
Spring 2018 - Day,COM-351-01,COM-26,Advocacy,4,EXAM,FUR 127,04/27/18,04/27/18,F,03:30PM,06:00PM,,18,,undergraduate day,,,2,2848
Spring 2018 - Day,COM-421-01,,Studies in Mass Media,4,LEC,FUR 128,01/08/18,04/24/18,TR,08:30AM,09:45AM,Dr. Janet Kwami,12,,undergraduate day,,,1,2856
Spring 2018 - Day,COM-421-01,,Studies in Mass Media,4,EXAM,FUR 128,04/26/18,04/26/18,R,08:30AM,11:00AM,,12,,undergraduate day,,,2,2856
Spring 2018 - Day,COM-421B-01,,Mass Media & Pltcl Violence,4,LEC,FUR 209,01/08/18,04/24/18,MWF,02:30PM,03:20PM,Ms. Marta N. Lukacovic,25,,undergraduate day,,,1,5743
Spring 2018 - Day,COM-421B-01,,Mass Media & Pltcl Violence,4,EXAM,FUR 209,04/30/18,04/30/18,M,03:30PM,06:00PM,,25,,undergraduate day,,,2,5743
Spring 2018 - Day,CSC-025-01,,Programming Workshop,0,SEM,RLY 203,01/08/18,04/24/18,TR,11:30AM,12:45PM,Dr. Christopher A. Healy,16,,undergraduate day,,,1,5644
Spring 2018 - Day,CSC-105-01,,Intro to Computer Science,4,LEC,RLY 204,01/08/18,04/24/18,MWF,11:30AM,12:20PM,Dr. Paula Gabbert,24,MR,undergraduate day,,,1,5049
Spring 2018 - Day,CSC-105-01,,Intro to Computer Science,4,LAB,RLY 108,01/08/18,04/24/18,M,02:30PM,04:30PM,,24,MR,undergraduate day,,,2,5049
Spring 2018 - Day,CSC-105-01,,Intro to Computer Science,4,EXAM,RLY 204,04/28/18,04/28/18,S,12:00PM,02:30PM,,24,MR,undergraduate day,,,3,5049
Spring 2018 - Day,CSC-105-02,,Intro to Computer Science,4,LEC,RLY 106,01/08/18,04/24/18,MWF,09:30AM,10:20AM,Dr. Kevin Treu,24,MR,undergraduate day,,,1,5049
Spring 2018 - Day,CSC-105-02,,Intro to Computer Science,4,LAB,RLY 201,01/08/18,04/24/18,T,02:30PM,04:30PM,,24,MR,undergraduate day,,,2,5049
Spring 2018 - Day,CSC-105-02,,Intro to Computer Science,4,EXAM,RLY 106,04/30/18,04/30/18,M,08:30AM,11:00AM,,24,MR,undergraduate day,,,3,5049
Spring 2018 - Day,CSC-105-03,,Intro to Computer Science,4,LEC,RLY 105,01/08/18,04/24/18,TR,01:00PM,02:15PM,Dr. Andrea D. Tartaro,24,MR,undergraduate day,,,1,5049
Spring 2018 - Day,CSC-105-03,,Intro to Computer Science,4,LAB,RLY 201,01/08/18,04/24/18,M,02:30PM,04:30PM,,24,MR,undergraduate day,,,2,5049
Spring 2018 - Day,CSC-105-03,,Intro to Computer Science,4,EXAM,RLY 105,05/01/18,05/01/18,T,12:00PM,02:30PM,,24,MR,undergraduate day,,,3,5049
Spring 2018 - Day,CSC-121-01,CS-11,Intro to Computer Programming,4,LEC,RLY 204,01/08/18,04/24/18,TR,10:00AM,11:15AM,Dr. Tom Allen,24,MR,undergraduate day,"CSC-105, BIO-111, CHM-110, EES-110, EES-112, EES-113, MTH-141, MTH-150, or PHY-111",,1,2872
Spring 2018 - Day,CSC-121-01,CS-11,Intro to Computer Programming,4,LAB,RLY 201,01/08/18,04/24/18,W,02:30PM,04:30PM,,24,MR,undergraduate day,"CSC-105, BIO-111, CHM-110, EES-110, EES-112, EES-113, MTH-141, MTH-150, or PHY-111",,2,2872
Spring 2018 - Day,CSC-121-01,CS-11,Intro to Computer Programming,4,EXAM,RLY 204,05/01/18,05/01/18,T,08:30AM,11:00AM,,24,MR,undergraduate day,"CSC-105, BIO-111, CHM-110, EES-110, EES-112, EES-113, MTH-141, MTH-150, or PHY-111",,3,2872
Spring 2018 - Day,CSC-121-01,CS-11,Intro to Computer Programming,4,ADD,RLY 201,01/08/18,04/24/18,TR,10:00AM,11:15AM,,24,MR,undergraduate day,"CSC-105, BIO-111, CHM-110, EES-110, EES-112, EES-113, MTH-141, MTH-150, or PHY-111",,4,2872
Spring 2018 - Day,CSC-121-02,CS-11,Intro to Computer Programming,4,LEC,RLY 106,01/08/18,04/24/18,TR,01:00PM,02:15PM,Mr. William B. Sims,24,MR,undergraduate day,"CSC-105, BIO-111, CHM-110, EES-110, EES-112, EES-113, MTH-141, MTH-150, or PHY-111",,1,2872
Spring 2018 - Day,CSC-121-02,CS-11,Intro to Computer Programming,4,LAB,RLY 201,01/08/18,04/24/18,R,02:30PM,04:30PM,,24,MR,undergraduate day,"CSC-105, BIO-111, CHM-110, EES-110, EES-112, EES-113, MTH-141, MTH-150, or PHY-111",,2,2872
Spring 2018 - Day,CSC-121-02,CS-11,Intro to Computer Programming,4,EXAM,RLY 106,05/01/18,05/01/18,T,12:00PM,02:30PM,,24,MR,undergraduate day,"CSC-105, BIO-111, CHM-110, EES-110, EES-112, EES-113, MTH-141, MTH-150, or PHY-111",,3,2872
Spring 2018 - Day,CSC-122-01,CS-12,Data Structures & Algorithms,4,LEC,RLY 204,01/08/18,04/24/18,MWF,10:30AM,11:20AM,Bryan Catron,24,,undergraduate day,CSC-105 and CSC-121,,1,2873
Spring 2018 - Day,CSC-122-01,CS-12,Data Structures & Algorithms,4,LAB,RLY 203,01/08/18,04/24/18,T,02:30PM,04:30PM,,24,,undergraduate day,CSC-105 and CSC-121,,2,2873
Spring 2018 - Day,CSC-122-01,CS-12,Data Structures & Algorithms,4,EXAM,RLY 204,04/28/18,04/28/18,S,08:30AM,11:00AM,,24,,undergraduate day,CSC-105 and CSC-121,,3,2873
Spring 2018 - Day,CSC-261-01,CS-22,Discrete Structures for CS,4,LEC,RLY 204,01/08/18,04/24/18,TR,08:30AM,09:45AM,Dr. Paula Gabbert,24,,undergraduate day,"CSC-105, CSC-121, and MTH-140 or appropriate placement",,1,2876
Spring 2018 - Day,CSC-261-01,CS-22,Discrete Structures for CS,4,EXAM,RLY 204,04/26/18,04/26/18,R,08:30AM,11:00AM,,24,,undergraduate day,"CSC-105, CSC-121, and MTH-140 or appropriate placement",,2,2876
Spring 2018 - Day,CSC-271-01,CS-20,"Mrls, Law & Scty - Digital Age",4,LEC,RLY 204,01/08/18,04/24/18,TR,01:00PM,02:15PM,Dr. Tom Allen,24,,undergraduate day,,,1,2877
Spring 2018 - Day,CSC-271-01,CS-20,"Mrls, Law & Scty - Digital Age",4,EXAM,RLY 204,05/01/18,05/01/18,T,12:00PM,02:30PM,,24,,undergraduate day,,,2,2877
Spring 2018 - Day,CSC-347-01,,Human Computer Interaction,4,LEC,RLY 105,01/08/18,04/24/18,TR,10:00AM,11:15AM,Dr. Andrea D. Tartaro,24,,undergraduate day,CSC-122,,1,5102
Spring 2018 - Day,CSC-347-01,,Human Computer Interaction,4,LAB,RLY 203,01/08/18,04/24/18,W,02:30PM,04:30PM,,24,,undergraduate day,CSC-122,,2,5102
Spring 2018 - Day,CSC-347-01,,Human Computer Interaction,4,EXAM,RLY 105,05/01/18,05/01/18,T,08:30AM,11:00AM,,24,,undergraduate day,CSC-122,,3,5102
Spring 2018 - Day,CSC-361-01,CS-30,Information Structures,4,LEC,PYR 030,01/08/18,04/24/18,MWF,01:30PM,02:20PM,Dr. Christopher A. Healy,24,,undergraduate day,CSC-122 and 261 or MTH-260,,1,2887
Spring 2018 - Day,CSC-361-01,CS-30,Information Structures,4,LAB,RLY 203,01/08/18,04/24/18,R,02:30PM,04:30PM,,24,,undergraduate day,CSC-122 and 261 or MTH-260,,2,2887
Spring 2018 - Day,CSC-361-01,CS-30,Information Structures,4,EXAM,PYR 030,04/30/18,04/30/18,M,12:00PM,02:30PM,,24,,undergraduate day,CSC-122 and 261 or MTH-260,,3,2887
Spring 2018 - Day,ECN-111-01,ECN-11,Introduction to Economics,4,LEC,HIP 106,01/08/18,04/24/18,MWF,12:30PM,01:20PM,Dr. Kailash Khandke,25,HB,undergraduate day,,,1,2899
Spring 2018 - Day,ECN-111-01,ECN-11,Introduction to Economics,4,EXAM,HIP 106,04/27/18,04/27/18,F,12:00PM,02:30PM,,25,HB,undergraduate day,,,2,2899
Spring 2018 - Day,ECN-111-02,ECN-11,Introduction to Economics,4,LEC,HIP 106,01/08/18,04/24/18,MWF,01:30PM,02:20PM,Dr. Kailash Khandke,25,HB,undergraduate day,,,1,2899
Spring 2018 - Day,ECN-111-02,ECN-11,Introduction to Economics,4,EXAM,HIP 106,04/30/18,04/30/18,M,12:00PM,02:30PM,,25,HB,undergraduate day,,,2,2899
Spring 2018 - Day,ECN-111-03,ECN-11,Introduction to Economics,4,LEC,HIP 106,01/08/18,04/24/18,TR,08:30AM,09:45AM,Dr. Taha Kasim,25,HB,undergraduate day,,,1,2899
Spring 2018 - Day,ECN-111-03,ECN-11,Introduction to Economics,4,EXAM,HIP 106,04/26/18,04/26/18,R,08:30AM,11:00AM,,25,HB,undergraduate day,,,2,2899
Spring 2018 - Day,ECN-111-04,ECN-11,Introduction to Economics,4,LEC,HIP 107,01/08/18,04/24/18,MWF,09:30AM,10:20AM,Kelsey Hample,25,HB,undergraduate day,,,1,2899
Spring 2018 - Day,ECN-111-04,ECN-11,Introduction to Economics,4,EXAM,HIP 107,04/30/18,04/30/18,M,08:30AM,11:00AM,,25,HB,undergraduate day,,,2,2899
Spring 2018 - Day,ECN-111-05,ECN-11,Introduction to Economics,4,LEC,RLY 109E,01/08/18,04/24/18,MWF,10:30AM,11:20AM,Dr. Jessica Hennessey,25,HB,undergraduate day,,,1,2899
Spring 2018 - Day,ECN-111-05,ECN-11,Introduction to Economics,4,EXAM,RLY 109E,04/28/18,04/28/18,S,08:30AM,11:00AM,,25,HB,undergraduate day,,,2,2899
Spring 2018 - Day,ECN-111-06,ECN-11,Introduction to Economics,4,LEC,RLY 109E,01/08/18,04/24/18,MWF,11:30AM,12:20PM,Dr. Jessica Hennessey,25,HB,undergraduate day,,,1,2899
Spring 2018 - Day,ECN-111-06,ECN-11,Introduction to Economics,4,EXAM,RLY 109E,04/28/18,04/28/18,S,12:00PM,02:30PM,,25,HB,undergraduate day,,,2,2899
Spring 2018 - Day,ECN-225-01,ECN-25,Statistics for Econ & Business,4,LEC,HIP 209,01/08/18,04/24/18,MWF,08:30AM,09:20AM,Dr. David Roe,25,MR,undergraduate day,,,1,2900
Spring 2018 - Day,ECN-225-01,ECN-25,Statistics for Econ & Business,4,EXAM,HIP 209,04/27/18,04/27/18,F,08:30AM,11:00AM,,25,MR,undergraduate day,,,2,2900
Spring 2018 - Day,ECN-225-02,ECN-25,Statistics for Econ & Business,4,LEC,HIP 209,01/08/18,04/24/18,MWF,09:30AM,10:20AM,Dr. David Roe,25,MR,undergraduate day,,,1,2900
Spring 2018 - Day,ECN-225-02,ECN-25,Statistics for Econ & Business,4,EXAM,HIP 209,04/30/18,04/30/18,M,08:30AM,11:00AM,,25,MR,undergraduate day,,,2,2900
Spring 2018 - Day,ECN-225-03,ECN-25,Statistics for Econ & Business,4,LEC,RLY 105,01/08/18,04/24/18,MWF,12:30PM,01:20PM,Kelsey Hample,25,MR,undergraduate day,,,1,2900
Spring 2018 - Day,ECN-225-03,ECN-25,Statistics for Econ & Business,4,EXAM,RLY 105,04/27/18,04/27/18,F,12:00PM,02:30PM,,25,MR,undergraduate day,,,2,2900
Spring 2018 - Day,ECN-225-04,ECN-25,Statistics for Econ & Business,4,LEC,RLY 105,01/08/18,04/24/18,MWF,01:30PM,02:20PM,Kelsey Hample,25,MR,undergraduate day,,,1,2900
Spring 2018 - Day,ECN-225-04,ECN-25,Statistics for Econ & Business,4,EXAM,RLY 105,04/30/18,04/30/18,M,12:00PM,02:30PM,,25,MR,undergraduate day,,,2,2900
Spring 2018 - Day,ECN-233-01,ECN-33,Economics of Gender,4,LEC,HIP 107,01/08/18,04/24/18,MWF,10:30AM,11:20AM,Jessie Wang,25,HB,undergraduate day,ECN-111,,1,2901
Spring 2018 - Day,ECN-233-01,ECN-33,Economics of Gender,4,EXAM,HIP 107,04/28/18,04/28/18,S,08:30AM,11:00AM,,25,HB,undergraduate day,ECN-111,,2,2901
Spring 2018 - Day,ECN-241-01,ECN-41,Money and Banking,4,LEC,HIP 107,01/08/18,04/24/18,MWF,12:30PM,01:20PM,Jessie Wang,25,HB,undergraduate day,ECN-111,,1,2906
Spring 2018 - Day,ECN-241-01,ECN-41,Money and Banking,4,EXAM,HIP 107,04/27/18,04/27/18,F,12:00PM,02:30PM,,25,HB,undergraduate day,ECN-111,,2,2906
Spring 2018 - Day,ECN-248-01,ECN-48,Government and Business,4,LEC,RLY 109E,01/08/18,04/24/18,MWF,01:30PM,02:20PM,Dr. Jessica Hennessey,25,HB,undergraduate day,ECN-111,,1,2912
Spring 2018 - Day,ECN-248-01,ECN-48,Government and Business,4,EXAM,RLY 109E,04/30/18,04/30/18,M,12:00PM,02:30PM,,25,HB,undergraduate day,ECN-111,,2,2912
Spring 2018 - Day,ECN-253-01,,International Macroeconomics,4,LEC,RLY 109E,01/08/18,04/24/18,TR,08:30AM,09:45AM,Dr. Jason C. Jones,25,HB,undergraduate day,ECN-111,,1,4521
Spring 2018 - Day,ECN-253-01,,International Macroeconomics,4,EXAM,RLY 109E,04/26/18,04/26/18,R,08:30AM,11:00AM,,25,HB,undergraduate day,ECN-111,,2,4521
Spring 2018 - Day,ECN-256-01,,Economics of Strategy,4,LEC,RLY 106,01/08/18,04/24/18,TR,10:00AM,11:15AM,Dr. Robert S. Arden,25,HB,undergraduate day,ECN-111,,1,5051
Spring 2018 - Day,ECN-256-01,,Economics of Strategy,4,EXAM,RLY 106,05/01/18,05/01/18,T,08:30AM,11:00AM,,25,HB,undergraduate day,ECN-111,,2,5051
Spring 2018 - Day,ECN-331-01,ECN-31,Empirical Methods in Economics,4,LEC,RLY 108,01/08/18,04/24/18,TR,11:30AM,12:45PM,Dr. Taha Kasim,15,WR,undergraduate day,"ECN-111 and MTH-141 or MTH-150 and ECN-225, MTH-241 or MTH-340",,1,2917
Spring 2018 - Day,ECN-331-01,ECN-31,Empirical Methods in Economics,4,LAB,RLY 108,01/08/18,04/24/18,R,02:30PM,04:30PM,Dr. Taha Kasim,15,WR,undergraduate day,"ECN-111 and MTH-141 or MTH-150 and ECN-225, MTH-241 or MTH-340",,2,2917
Spring 2018 - Day,ECN-331-01,ECN-31,Empirical Methods in Economics,4,EXAM,RLY 108,04/26/18,04/26/18,R,12:00PM,02:30PM,,15,WR,undergraduate day,"ECN-111 and MTH-141 or MTH-150 and ECN-225, MTH-241 or MTH-340",,3,2917
Spring 2018 - Day,ECN-345-01,ECN-45,Intermediate Macroeconomics,4,LEC,HIP 106,01/08/18,04/24/18,TR,10:00AM,11:15AM,Dr. Kailash Khandke,25,,undergraduate day,"ECN-111, MTH-141 or 150,  and any other Economics course numbered 201 or greater  excluding ECN-225 and 503",,1,2918
Spring 2018 - Day,ECN-345-01,ECN-45,Intermediate Macroeconomics,4,EXAM,HIP 106,05/01/18,05/01/18,T,08:30AM,11:00AM,,25,,undergraduate day,"ECN-111, MTH-141 or 150,  and any other Economics course numbered 201 or greater  excluding ECN-225 and 503",,2,2918
Spring 2018 - Day,ECN-346-01,ECN-46,Intermediate Microeconomics,4,LEC,RLY 109E,01/08/18,04/24/18,TR,10:00AM,11:15AM,Dr. Nathaniel P. Cook,25,,undergraduate day,"ECN-111, MTH-141 or 150,  and any other Economics course numbered 201 or greater excluding ECN-225 and ECN-503",,1,2919
Spring 2018 - Day,ECN-346-01,ECN-46,Intermediate Microeconomics,4,EXAM,RLY 109E,05/01/18,05/01/18,T,08:30AM,11:00AM,,25,,undergraduate day,"ECN-111, MTH-141 or 150,  and any other Economics course numbered 201 or greater excluding ECN-225 and ECN-503",,2,2919
Spring 2018 - Day,ECN-475D-01,ECN-75,Seminar: Economic Forecasting,4,SEM,RLY 109E,01/08/18,04/24/18,TR,11:30AM,12:45PM,Dr. Jason C. Jones,15,,undergraduate day,ECN-331 and ECN-345 or ECN-346,,1,5404
Spring 2018 - Day,ECN-475D-01,ECN-75,Seminar: Economic Forecasting,4,EXAM,RLY 109E,04/26/18,04/26/18,R,12:00PM,02:30PM,,15,,undergraduate day,ECN-331 and ECN-345 or ECN-346,,2,5404
Spring 2018 - Day,ECN-475E-01,ECN-75,Senior Seminar in Game Theory,4,SEM,RLY 109E,01/08/18,04/24/18,TR,01:00PM,02:15PM,Dr. Nathaniel P. Cook,15,,undergraduate day,ECN-331 and ECN-345 or ECN-346,,1,5413
Spring 2018 - Day,ECN-475E-01,ECN-75,Senior Seminar in Game Theory,4,EXAM,RLY 109E,05/01/18,05/01/18,T,12:00PM,02:30PM,,15,,undergraduate day,ECN-331 and ECN-345 or ECN-346,,2,5413
Spring 2018 - Day,EDU-001-01,ED-01,Education Laboratory I,0,,,,,,,,Dr. Paul Thomas,24,,undergraduate day,,,1,
Spring 2018 - Day,EDU-001-02,ED-01,Education Laboratory I,0,,,,,,,,Dr. Michael Svec,24,,undergraduate day,,,1,
Spring 2018 - Day,EDU-001-03,ED-01,Education Laboratory I,0,,,,,,,,Dr. Kathleen M. Allen,24,,undergraduate day,,,1,
Spring 2018 - Day,EDU-111-01,ED-11,Perspectives on American Educ,4,LEC,HIP 106,01/08/18,04/24/18,MWF,09:30AM,10:20AM,Dr. Paul Thomas,24,HB,undergraduate day,,,1,2989
Spring 2018 - Day,EDU-111-01,ED-11,Perspectives on American Educ,4,EXAM,HIP 106,04/30/18,04/30/18,M,08:30AM,11:00AM,,24,HB,undergraduate day,,,2,2989
Spring 2018 - Day,EDU-111-02,ED-11,Perspectives on American Educ,4,LEC,HIP 107,01/08/18,04/24/18,TR,10:00AM,11:15AM,Dr. Michael Svec,24,HB,undergraduate day,,,1,2989
Spring 2018 - Day,EDU-111-02,ED-11,Perspectives on American Educ,4,EXAM,HIP 107,05/01/18,05/01/18,T,08:30AM,11:00AM,,24,HB,undergraduate day,,,2,2989
Spring 2018 - Day,EDU-111-03,ED-11,Perspectives on American Educ,4,LEC,HIP 209,01/08/18,04/24/18,TR,05:45PM,07:15PM,Dr. Kathleen M. Allen,24,HB,undergraduate day,,,1,2989
Spring 2018 - Day,EDU-111-03,ED-11,Perspectives on American Educ,4,EXAM,HIP 209,05/01/18,05/01/18,T,06:30PM,09:00PM,,24,HB,undergraduate day,,,2,2989
Spring 2018 - Day,EDU-120-01,ED-20,Human Development,4,LEC,HIP 209,01/08/18,04/24/18,MWF,10:30AM,11:20AM,Dr. Lorraine Dejong,24,HB,undergraduate day,,,1,2990
Spring 2018 - Day,EDU-120-01,ED-20,Human Development,4,EXAM,HIP 209,04/28/18,04/28/18,S,08:30AM,11:00AM,,24,HB,undergraduate day,,,2,2990
Spring 2018 - Day,EDU-120-02,ED-20,Human Development,4,LEC,HIP 206,01/08/18,04/24/18,MWF,11:30AM,12:20PM,Dr. Judy L. Stuart,24,HB,undergraduate day,,,1,2990
Spring 2018 - Day,EDU-120-02,ED-20,Human Development,4,EXAM,HIP 206,04/28/18,04/28/18,S,12:00PM,02:30PM,,24,HB,undergraduate day,,,2,2990
Spring 2018 - Day,EDU-120-03,ED-20,Human Development,4,LEC,HIP 209,01/08/18,04/24/18,MWF,12:30PM,01:20PM,Dr. Lorraine Dejong,24,HB,undergraduate day,,,1,2990
Spring 2018 - Day,EDU-120-03,ED-20,Human Development,4,EXAM,HIP 209,04/27/18,04/27/18,F,12:00PM,02:30PM,,24,HB,undergraduate day,,,2,2990
Spring 2018 - Day,EDU-221-01,ED-21,Students With Exceptionalities,4,LEC,HIP 206,01/08/18,04/24/18,MWF,09:30AM,10:20AM,Dr. Judy L. Stuart,24,,undergraduate day,EDU-111 and EDU-120,,1,2993
Spring 2018 - Day,EDU-221-01,ED-21,Students With Exceptionalities,4,EXAM,HIP 206,04/30/18,04/30/18,M,08:30AM,11:00AM,,24,,undergraduate day,EDU-111 and EDU-120,,2,2993
Spring 2018 - Day,EDU-222-01,ED-22,Nature of Lrng Disablilities,4,LEC,HIP 206,01/08/18,04/24/18,T,05:45PM,08:30PM,Patricia L. Hensley,24,,undergraduate day,EDU-221,,1,2994
Spring 2018 - Day,EDU-222-01,ED-22,Nature of Lrng Disablilities,4,EXAM,HIP 206,05/01/18,05/01/18,T,06:30PM,09:00PM,,24,,undergraduate day,EDU-221,,2,2994
Spring 2018 - Day,EDU-223-01,ED-23,Ntr of Emtnl & Bhvr Disorders,4,LEC,HIP 206,01/08/18,04/24/18,R,05:45PM,08:30PM,Amanda N. Walkup,24,,undergraduate day,EDU-221,,1,2995
Spring 2018 - Day,EDU-223-01,ED-23,Ntr of Emtnl & Bhvr Disorders,4,EXAM,HIP 206,04/26/18,04/26/18,R,06:30PM,09:00PM,,24,,undergraduate day,EDU-221,,2,2995
Spring 2018 - Day,EDU-250-01,,Scholarly Read Writ Education,4,LEC,HIP 104,01/08/18,04/24/18,M,05:45PM,08:30PM,Dr. Paul Thomas,18,WR,undergraduate day,,,1,5918
Spring 2018 - Day,EDU-250-01,,Scholarly Read Writ Education,4,EXAM,HIP 104,04/30/18,04/30/18,M,06:30PM,09:00PM,,18,WR,undergraduate day,,,2,5918
Spring 2018 - Day,EDU-305-01,,Arts Integration Elem Grades,4,SKL,HIP 205,01/08/18,04/24/18,MW,01:30PM,02:45PM,Dr. Kathy H. Cochran,16,,undergraduate day,EDU-111 or EDU-120,,1,5358
Spring 2018 - Day,EDU-305-01,,Arts Integration Elem Grades,4,EXAM,HIP 205,04/30/18,04/30/18,M,12:00PM,02:30PM,,16,,undergraduate day,EDU-111 or EDU-120,,2,5358
Spring 2018 - Day,EDU-330-01,ED-30,"Literacy Fnd & Inst, Grd PK-3",4,LEC,HIP 206,01/08/18,04/24/18,TR,10:00AM,11:15AM,Dr. Katherine Stover Kelly,16,,undergraduate day,EDU-111 and EDU-120,,1,2998
Spring 2018 - Day,EDU-330-01,ED-30,"Literacy Fnd & Inst, Grd PK-3",4,EXAM,HIP 206,05/01/18,05/01/18,T,08:30AM,11:00AM,,16,,undergraduate day,EDU-111 and EDU-120,,2,2998
Spring 2018 - Day,EDU-331-01,ED-31,"Literacy Prcs & Inst, Grds 2-6",4,LEC,HIP 206,01/08/18,04/24/18,TR,01:00PM,02:15PM,Dr. Katherine Stover Kelly,16,,undergraduate day,EDU-111 and EDU-120,,1,2999
Spring 2018 - Day,EDU-331-01,ED-31,"Literacy Prcs & Inst, Grds 2-6",4,EXAM,HIP 206,05/01/18,05/01/18,T,12:00PM,02:30PM,,16,,undergraduate day,EDU-111 and EDU-120,,2,2999
Spring 2018 - Day,EDU-332-01,ED-32,Social Studies in Grades PK-6,4,LEC,HIP 205,01/08/18,04/24/18,TR,02:30PM,03:45PM,Dr. George Lipscomb,16,,undergraduate day,EDU-111 and EDU-120,,1,3000
Spring 2018 - Day,EDU-332-01,ED-32,Social Studies in Grades PK-6,4,EXAM,HIP 205,04/27/18,04/27/18,F,03:30PM,06:00PM,,16,,undergraduate day,EDU-111 and EDU-120,,2,3000
Spring 2018 - Day,EDU-430-01,ED-40,Assem for Instructl Planning,3,LEC,HIP 205,01/08/18,04/24/18,M,09:00AM,10:50AM,Dr. Debra S. Lee,24,,undergraduate day,,,1,3005
Spring 2018 - Day,EDU-430-01,ED-40,Assem for Instructl Planning,3,EXAM,HIP 205,04/27/18,04/27/18,F,08:30AM,11:00AM,,24,,undergraduate day,,,2,3005
Spring 2018 - Day,EDU-431-01,ED-41,"Dvrs Cltr: Tchng, Lrng, Mgmt",3,LEC,HIP 205,01/08/18,04/24/18,M,11:30AM,01:20PM,Mr. Harvey E. Choplin,24,,undergraduate day,,,1,3006
Spring 2018 - Day,EDU-431-01,ED-41,"Dvrs Cltr: Tchng, Lrng, Mgmt",3,EXAM,HIP 205,04/28/18,04/28/18,S,12:00PM,02:30PM,,24,,undergraduate day,,,2,3006
Spring 2018 - Day,EDU-432-01,ED-42,Integrating Curriculum & Tech,3,LEC,HIP 205,01/08/18,04/24/18,W,09:00AM,10:50AM,Dr. George Lipscomb,24,,undergraduate day,,,1,3007
Spring 2018 - Day,EDU-432-01,ED-42,Integrating Curriculum & Tech,3,EXAM,HIP 205,04/27/18,04/27/18,F,08:30AM,11:00AM,,24,,undergraduate day,,,2,3007
Spring 2018 - Day,EDU-433-01,,Fndtions Literacy Instruction,3,LEC,HIP 101A,01/08/18,04/24/18,,,,Dr. Paul Thomas,24,,undergraduate day,,,1,5709
Spring 2018 - Day,EDU-434-01,,Cntnt Lit Stratg & Mod Div Lrn,3,LEC,HIP 205,01/08/18,04/24/18,W,11:30AM,01:20PM,Dr. Barbara A. Siefert,24,,undergraduate day,,,1,5710
Spring 2018 - Day,EDU-434-01,,Cntnt Lit Stratg & Mod Div Lrn,3,EXAM,HIP 205,04/28/18,04/28/18,S,12:00PM,02:30PM,,24,,undergraduate day,,,2,5710
Spring 2018 - Day,EDU-434-02,,Cntnt Lit Stratg & Mod Div Lrn,3,LEC,HIP 106,01/08/18,04/24/18,M,05:45PM,08:30PM,Ms. Melissa S. Wells,24,,undergraduate day,,,1,5710
Spring 2018 - Day,EDU-434-02,,Cntnt Lit Stratg & Mod Div Lrn,3,EXAM,HIP 106,04/30/18,04/30/18,M,06:30PM,09:00PM,,24,,undergraduate day,,,2,5710
Spring 2018 - Day,EES-112-01,EES-21,Environmental Science,4,LEC,RNK 152,01/08/18,04/24/18,MWF,09:30AM,10:20AM,Karen Allen,24,NE NWL,undergraduate day,,,1,3021
Spring 2018 - Day,EES-112-01,EES-21,Environmental Science,4,LAB,RNK 152,01/08/18,04/24/18,R,02:30PM,05:20PM,,24,NE NWL,undergraduate day,,,2,3021
Spring 2018 - Day,EES-112-01,EES-21,Environmental Science,4,EXAM,RNK 152,04/30/18,04/30/18,M,08:30AM,11:00AM,,24,NE NWL,undergraduate day,,,3,3021
Spring 2018 - Day,EES-112-02,EES-21,Environmental Science,4,LEC,RNK 151,01/08/18,04/24/18,TR,11:30AM,12:45PM,Dr. Melissa L. Ranhofer,24,NE NWL,undergraduate day,,,1,3021
Spring 2018 - Day,EES-112-02,EES-21,Environmental Science,4,LAB,RNK 151,01/08/18,04/24/18,R,02:30PM,05:20PM,,24,NE NWL,undergraduate day,,,2,3021
